,code,days
1524,600477,3172
1525,937,4166
1526,2064,2496
1527,2634,1210
1528,600351,3438
1529,807,4519
1530,2803,93
1531,300463,368
1532,2201,2169
1533,2111,2392
1534,2528,1440
1535,601233,1346
1536,600135,4563
1537,600322,3688
1538,300038,1672
1539,2244,2068
1540,2229,2083
1541,600779,4837
1542,600559,3421
1543,926,4225
1544,603005,687
1545,603898,433
1546,603101,138
1547,2378,1619
1548,601866,2179
1549,600078,4705
1550,635,4849
1551,600030,3373
1552,601616,1414
1553,300008,1721
1554,300091,1562
1555,2012,3016
1556,601900,195
1557,2191,2184
1558,300415,450
1559,2260,2035
1560,2166,2238
1561,600299,4024
1562,860,4372
1563,601313,1182
1564,972,3916
1565,600936,69
1566,603311,376
1567,603007,60
1568,529,5601
1569,300289,1164
1570,300217,1346
1571,2538,1424
1572,2262,2030
1573,300025,1721
1574,2688,1064
1575,710,4751
1576,908,4308
1577,603108,369
1578,600366,3897
1579,2005,3022
1580,909,4255
1581,953,4111
1582,603338,412
1583,300466,368
1584,300363,690
1585,600096,4699
1586,603021,392
1587,2466,1515
1588,721,4745
1589,601918,2174
1590,2472,1507
1591,601789,1283
1592,600613,5634
1593,2445,1550
1594,795,4677
1595,600326,3842
1596,600958,414
1597,600171,4399
1598,901,4280
1599,600021,3180
1600,300449,393
1601,600680,5624
1602,600831,5536
1603,600476,3150
1604,600475,3247
1605,300293,1149
1606,2065,2496
1607,603838,345
1608,2526,1445
1609,300548,34
1610,600583,3590
1611,2503,1467
1612,546,5581
1613,600647,5634
1614,584,5090
1615,2377,1625
1616,300377,692
1617,2303,1719
1618,300128,1492
1619,300290,1164
1620,603997,429
1621,601398,2454
1622,600252,3874
1623,600530,3738
1624,601689,416
1625,601766,2012
1626,2456,1535
1627,601005,2374
1628,603737,118
1629,2063,2496
1630,903,4270
1631,902,4275
1632,600149,4146
1633,300103,1528
1634,300285,1183
1635,600628,5634
1636,49,5268
1637,993,3957
1638,300407,485
1639,46,5395
1640,2440,1555
1641,300026,1721
1642,2332,1670
1643,300259,1272
1644,600466,3833
1645,601333,2414
1646,300500,197
1647,2066,2496
1648,600143,3024
1649,2312,1697
1650,670,4830
1651,600997,3039
1652,300383,690
1653,300401,524
1654,300002,1721
1655,2698,1022
1656,300502,182
1657,2106,2402
1658,2611,1273
1659,2779,237
1660,300385,593
1661,600300,3978
1662,997,3952
1663,2505,1466
1664,539,5595
1665,600308,3914
1666,2382,1617
1667,603958,102
1668,687,4793
1669,300477,359
1670,600640,5634
1671,300137,1475
1672,632,4848
1673,2627,1232
1674,600038,3862
1675,600797,4753
1676,603569,72
1677,600271,3253
1678,300469,358
1679,300393,538
1680,603123,1114
1681,548,5579
1682,300295,1144
1683,300267,1254
1684,925,4230
1685,300005,1721
1686,601007,2347
1687,826,4549
1688,601933,1447
1689,2170,2234
1690,2045,2804
1691,2103,2404
1692,65,4478
1693,681,4806
1694,300354,1015
1695,300530,73
1696,300294,1149
1697,600863,5476
1698,600090,4714
1699,2591,1323
1700,300194,1384
1701,2360,1639
1702,300512,124
1703,600589,3752
1704,600031,3259
1705,603678,449
1706,603377,196
1707,600192,4336
1708,627,4855
1709,603099,552
1710,300037,1672
1711,2788,192
1712,2137,2304
1713,300379,691
1714,600676,5634
1715,2683,1086
1716,600169,4413
1717,600462,3215
1718,2108,2394
1719,300312,1111
1720,600665,5634
1721,2086,2432
1722,423,4928
1723,603306,528
1724,603128,1096
1725,300023,1721
1726,600691,5600
1727,639,4845
1728,600572,3071
1729,792,4658
1730,300443,393
1731,2311,1701
1732,2413,1579
1733,2581,1344
1734,300075,1601
1735,882,4471
1736,898,4581
1737,2230,2081
1738,887,4351
1739,600823,5545
1740,2494,1478
1741,603816,32
1742,300546,39
1743,2101,2409
1744,601872,2429
1745,62,4799
1746,663,4837
1747,2392,1603
1748,2641,1207
1749,2749,415
1750,603198,368
1751,300400,523
1752,600059,4735
1753,609,4878
1754,601988,2531
1755,2058,2511
1756,2287,1760
1757,818,4630
1758,601388,1120
1759,2363,1637
1760,2226,2085
1761,600421,3036
1762,600679,5630
1763,600469,3186
1764,600167,4312
1765,300527,75
1766,601231,1162
1767,600240,3980
1768,2212,2144
1769,600273,3263
1770,2268,2017
1771,600008,4019
1772,668,4835
1773,603988,506
1774,157,3909
1775,2736,467
1776,2430,1570
1777,2400,1595
1778,600268,4121
1779,600506,3616
1780,601777,1461
1781,301,4002
1782,300107,1522
1783,600812,5560
1784,2320,1688
1785,691,4788
1786,600578,3537
1787,27,5634
1788,603300,367
1789,2366,1632
1790,300121,1502
1791,603868,151
1792,600141,4227
1793,600129,4608
1794,2341,1662
1795,600512,3379
1796,300157,1431
1797,601799,1414
1798,300509,146
1799,600448,3693
1800,498,4719
1801,18,5634
1802,692,4789
1803,601519,1416
1804,811,4484
1805,300078,1598
1806,600773,4857
1807,300332,1075
1808,600612,5634
1809,600736,4915
1810,603658,56
1811,2682,1086
1812,300230,1327
1813,300130,1488
1814,538,5582
1815,2810,60
1816,600993,3051
1817,600335,3818
1818,600599,3697
1819,2509,1463
1820,300109,1519
1821,776,4717
1822,2757,369
1823,300320,1093
1824,600814,5560
1825,600917,526
1826,300345,1051
1827,958,4097
1828,300012,1721
1829,2694,1040
1830,2325,1684
1831,2128,2339
1832,600055,4734
1833,603566,376
1834,600724,4937
1835,2705,696
1836,601966,97
1837,603031,64
1838,2580,1354
1839,2785,227
1840,12,5634
1841,708,4770
1842,601216,1404
1843,2731,506
1844,2499,1473
1845,2729,538
1846,600527,3159
1847,600358,3918
1848,2782,228
1849,603822,143
1850,600528,3763
1851,2715,680
1852,600791,4799
1853,603009,577
1854,600275,3949
1855,600337,3877
1856,600336,3853
1857,70,4014
1858,2259,2035
1859,600692,5600
1860,300529,78
1861,603567,391
1862,300182,1404
1863,2671,1117
1864,2455,1535
1865,300111,1517
1866,2130,2337
1867,300018,1721
1868,600123,4341
1869,603028,162
1870,603111,567
1871,878,4481
1872,300567,5
1873,600067,4741
1874,2697,1026
1875,2142,2278
1876,603598,369
1877,711,4758
1878,2251,2054
1879,2770,346
1880,5,5634
1881,2156,2258
1882,600007,4294
1883,300176,1409
1884,600006,4198
1885,600332,3837
1886,601992,1399
1887,300192,1384
1888,600208,4222
1889,506,5634
1890,300153,1437
1891,600594,3085
1892,619,4869
1893,600277,3961
1894,2602,1296
1895,300365,694
1896,300260,1268
1897,600027,2869
1898,600556,3712
1899,600350,3571
1900,600896,4989
1901,2628,1232
1902,2417,1577
1903,300257,1280
1904,601985,359
1905,555,5505
1906,2420,1577
1907,2740,451
1908,300013,1721
1909,2793,152
1910,553,5590
1911,300306,1134
1912,2345,1658
1913,550,5592
1914,616,4857
1915,2237,2075
1916,603959,131
1917,2484,1497
1918,600312,3826
1919,300240,1312
1920,300171,1414
1921,2056,2511
1922,2282,1765
1923,16,5634
1924,601901,1287
1925,600642,5634
1926,600379,3604
1927,2596,1311
1928,2514,1455
1929,600004,3300
1930,600178,4387
1931,2763,359
1932,600789,4790
1933,600115,4617
1934,2222,2116
1935,2281,1765
1936,600826,5545
1937,603339,129
1938,2686,1072
1939,2647,1193
1940,2659,1148
1941,422,4915
1942,2588,1330
1943,996,3966
1944,601899,2090
1945,603368,484
1946,2520,1450
1947,526,5614
1948,600428,3548
1949,2109,2392
1950,600062,4731
1951,300112,1517
1952,505,5634
1953,600858,5486
1954,600547,3219
1955,600121,4574
1956,300050,1664
1957,601177,1494
1958,603117,347
1959,600623,5634
1960,913,4250
1961,2518,1453
1962,603859,27
1963,300047,1664
1964,603843,54
1965,600555,3801
1966,600865,5419
1967,571,5473
1968,2665,1136
1969,600784,4824
1970,600282,3921
1971,2288,1756
1972,963,4074
1973,2327,1678
1974,300266,1254
1975,862,4406
1976,2037,2969
1977,600097,4711
1978,603789,390
1979,600525,3397
1980,600329,3756
1981,601099,2167
1982,600016,3861
1983,300196,1379
1984,2582,1344
1985,600091,4702
1986,600284,3090
1987,2398,1595
1988,600221,4116
1989,600687,5609
1990,2486,1490
1991,2418,1577
1992,300533,66
1993,603421,35
1994,2179,2208
1995,603979,346
1996,600098,4692
1997,2653,1181
1998,56,4943
1999,600161,4471
2000,598,4971
2001,757,4705
2002,600620,5634
2003,300510,138
2004,951,4116
2005,2516,1453
2006,603568,368
2007,600227,4067
2008,2560,1397
2009,2756,377
2010,965,4034
2011,600023,718
2012,2114,2378
2013,600461,3040
2014,513,5616
2015,300019,1721
2016,29,5634
2017,2328,1678
2018,300199,1374
2019,735,4717
2020,300261,1268
2021,300536,45
2022,600176,4265
2023,2610,1284
2024,713,4751
2025,600666,5634
2026,2482,1497
2027,518,5634
2028,600978,2980
2029,2290,1756
2030,601258,1359
2031,300493,236
2032,2315,1693
2033,300305,1134
2034,600487,3223
2035,2608,1287
2036,600401,3200
2037,600074,4709
2038,300106,1522
2039,600508,3696
2040,600976,3066
2041,600307,3860
2042,2633,1219
2043,2668,1125
2044,2567,1381
2045,2501,1467
2046,600175,4275
2047,600673,5634
2048,300291,1169
2049,300274,1233
2050,300253,1281
2051,600618,5634
2052,600751,4898
2053,2145,2267
2054,600987,2991
2055,2566,1386
2056,430,4905
2057,752,4707
2058,603166,489
2059,2517,1453
2060,607,4904
2061,603027,180
2062,2606,1290
2063,300534,48
2064,603019,504
2065,504,5634
2066,971,4019
2067,601877,1663
2068,2073,2461
2069,300236,1317
2070,300152,1437
2071,300317,1108
2072,300043,1664
2073,950,4161
2074,2326,1684
2075,2271,1995
2076,601318,2373
2077,2239,2073
2078,300397,540
2079,600211,4202
2080,2330,1674
2081,600694,5599
2082,2210,2146
2083,603088,501
2084,600053,4753
2085,600549,3414
2086,300216,1351
2087,600853,5509
2088,417,4918
2089,2463,1524
2090,2085,2432
2091,2127,2339
2092,976,3999
2093,523,5609
2094,600730,4929
2095,300101,1532
2096,2760,358
2097,300560,20
2098,300470,357
2099,2680,1091
2100,2811,51
2101,939,4156
2102,600392,3284
2103,300191,1388
2104,2223,2095
2105,600653,5634
2106,600156,4485
2107,600089,4712
2108,600983,3000
2109,2399,1595
2110,600577,3449
2111,300418,452
2112,300528,74
2113,300452,377
2114,2256,2050
2115,600108,4671
2116,300233,1322
2117,300488,345
2118,2777,221
2119,2317,1691
2120,600019,3866
2121,300314,1111
2122,600684,5616
2123,716,4753
2124,600138,4597
2125,603116,347
2126,880,4523
2127,300264,1261
2128,2300,1728
2129,600,4965
2130,300160,1427
2131,2263,2027
2132,2225,2090
2133,601021,452
2134,631,4847
2135,300032,1681
2136,600103,4703
2137,601128,37
2138,600551,3453
2139,600203,4250
2140,300108,1519
2141,900,4312
2142,603588,467
2143,2041,2824
2144,300389,567
2145,825,4382
2146,666,4835
2147,603067,48
2148,600834,5536
2149,2314,1697
2150,600039,3324
2151,789,4645
2152,11,5634
2153,2298,1738
2154,300239,1312
2155,601088,2225
2156,300478,359
2157,600552,3413
2158,600817,5550
2159,2583,1339
2160,600256,4003
2161,2674,1112
2162,2171,2232
2163,540,5547
2164,981,3984
2165,603126,568
2166,820,4461
2167,300208,1361
2168,600458,3384
2169,600809,5566
2170,2594,1316
2171,600634,5634
2172,2657,1156
2173,600333,3867
2174,2415,1579
2175,300425,434
2176,600633,5634
2177,600220,4154
2178,816,4671
2179,300517,88
2180,300234,1322
2181,300241,1308
2182,300134,1483
2183,507,5634
2184,603986,66
2185,300093,1553
2186,2361,1639
2187,603030,415
2188,300516,119
2189,300211,1355
2190,300429,413
2191,603889,465
2192,967,4039
2193,2663,1143
2194,2098,2414
2195,2597,1311
2196,601919,2295
2197,600775,4851
2198,300237,1317
2199,300442,391
2200,2105,2402
2201,2158,2257
2202,300369,690
2203,603518,485
2204,998,3867
2205,600884,5046
2206,600216,4141
2207,2269,2004
2208,2249,2054
2209,2515,1455
2210,600355,3513
2211,2506,1466
2212,2154,2258
2213,600981,3019
2214,600868,5395
2215,2609,1284
2216,667,4838
2217,633,4855
2218,600867,5408
2219,2741,434
2220,300041,1672
2221,300417,450
2222,600592,3476
2223,600080,4716
2224,800,4712
2225,2624,1236
2226,1979,222
2227,2143,2277
2228,600780,4838
2229,600237,3993
2230,600803,5569
2231,600848,5516
2232,300476,358
2233,1896,4563
2234,300146,1447
2235,31,5630
2236,2211,2144
2237,300280,1192
2238,300298,1142
2239,600787,4806
2240,2297,1738
2241,982,3974
2242,895,4346
2243,300056,1642
2244,2475,1504
2245,2497,1473
2246,300255,1280
2247,603167,1025
2248,2570,1371
2249,600500,4060
2250,300333,1075
2251,2555,1398
2252,978,4009
2253,300115,1513
2254,2478,1500
2255,600776,4845
2256,88,4686
2257,300179,1409
2258,601939,2230
2259,600255,3880
2260,300082,1585
2261,601998,2332
2262,600638,5634
2263,300301,1140
2264,601618,1744
2265,600766,4866
2266,300243,1308
2267,35,5505
2268,603798,159
2269,300300,1142
2270,300346,1047
2271,2477,1504
2272,2289,1756
2273,600345,3858
2274,600310,3821
2275,2165,2238
2276,402,4951
2277,300522,98
2278,600517,3193
2279,603398,237
2280,300555,30
2281,2672,1117
2282,2390,1608
2283,300462,369
2284,600804,5569
2285,2769,347
2286,600561,3490
2287,601390,2186
2288,603716,21
2289,300205,1364
2290,2474,1504
2291,2395,1599
2292,300438,391
2293,603883,392
2294,300057,1642
2295,600540,3131
2296,600232,3998
2297,151,3930
2298,2356,1650
2299,2432,1570
2300,43,5383
2301,601800,1148
2302,791,4633
2303,300423,433
2304,2808,70
2305,600619,5634
2306,603085,346
2307,300127,1492
2308,2049,2794
2309,2252,2052
2310,600760,4877
2311,600127,4500
2312,600215,4166
2313,2577,1359
2314,2152,2261
2315,600136,4545
2316,600120,4599
2317,300515,115
2318,603022,376
2319,600657,5634
2320,554,5582
2321,603608,192
2322,709,4755
2323,300390,568
2324,404,4956
2325,2530,1435
2326,601669,1244
2327,2010,3020
2328,560,5547
2329,300063,1622
2330,600456,3552
2331,300537,58
2332,2024,3004
2333,2353,1652
2334,2416,1579
2335,600226,4123
2336,603520,178
2337,731,4713
2338,300505,174
2339,300310,1118
2340,615,4874
2341,682,4806
2342,2091,2424
2343,300072,1601
2344,600348,3224
2345,932,4193
2346,300139,1470
2347,600229,4054
2348,720,4740
2349,2773,348
2350,2174,2230
2351,2089,2430
2352,2280,1765
2353,601991,2416
2354,300165,1419
2355,600686,5609
2356,2035,2974
2357,2067,2479
2358,600712,4951
2359,2615,1265
2360,300436,393
2361,600502,3309
2362,2122,2354
2363,2654,1163
2364,600811,5566
2365,600704,4965
2366,600063,4727
2367,300547,37
2368,603008,1062
2369,601015,505
2370,2387,1611
2371,2115,2378
2372,766,4745
2373,957,4084
2374,2460,1530
2375,593,5026
2376,58,4823
2377,2568,1381
2378,989,3980
2379,600595,3504
2380,600212,4183
2381,600748,4886
2382,600485,3234
2383,300263,1261
2384,603718,377
2385,2658,1148
2386,603993,1007
2387,850,4392
2388,600028,3711
2389,2669,1125
2390,2512,1455
2391,300382,690
2392,2755,377
2393,600160,4463
2394,2735,485
2395,603556,13
2396,300180,1404
2397,2481,1500
2398,600113,4628
2399,2294,1751
2400,2766,358
2401,2132,2332
2402,600209,4285
2403,2038,2968
2404,2640,1207
2405,601997,68
2406,2200,2172
2407,300096,1539
2408,603203,15
2409,603819,2
2410,2258,2041
2411,601058,1316
2412,2194,2182
2413,600166,4481
2414,300149,1442
2415,300215,1351
2416,601600,2331
2417,2677,1098
2418,21,5547
2419,2381,1617
2420,726,3857
2421,300028,1721
2422,600537,3360
2423,300143,1451
2424,300381,691
2425,2291,1756
2426,600196,4433
2427,600460,3334
2428,2323,1686
2429,600516,3457
2430,600425,3244
2431,600888,5034
2432,2123,2354
2433,300428,416
2434,300496,236
2435,601101,1619
2436,2451,1545
2437,603885,369
2438,2090,2424
2439,617,4870
2440,601012,1128
2441,600837,5536
2442,601377,1492
2443,2119,2372
2444,600961,2976
2445,300175,1409
2446,600408,3353
2447,2306,1713
2448,2479,1500
2449,582,5108
2450,601928,1213
2451,2578,1359
2452,600706,4980
2453,600436,3272
2454,600262,3978
2455,600057,4722
2456,601898,2144
2457,2031,2986
2458,300203,1368
2459,2027,2994
2460,601611,117
2461,2335,1669
2462,698,4794
2463,600250,3817
2464,2299,1728
2465,600426,3508
2466,2706,696
2467,90,4202
2468,600177,4361
2469,300328,1081
2470,2495,1478
2471,600660,5634
2472,600073,4702
2473,528,5601
2474,2380,1619
2475,803,4545
2476,977,3994
2477,2358,1649
2478,600468,3749
2479,2150,2262
2480,600395,3760
2481,600650,5634
2482,600223,4084
2483,923,4207
2484,603828,431
2485,300394,433
2486,600526,3486
2487,2276,1795
2488,600851,5509
2489,2376,1625
2490,601155,240
2491,600438,3100
2492,300271,1238
2493,300366,692
2494,601111,2499
2495,300256,1280
2496,300010,1721
2497,657,4838
2498,2620,1252
2499,600398,3854
2500,2405,1587
2501,600495,3044
2502,502,5634
2503,2562,1392
2504,600866,5412
2505,600488,3748
2506,821,4463
2507,751,4706
2508,600522,3424
2509,2619,1252
2510,600886,5054
2511,419,4914
2512,600764,4861
2513,655,4843
2514,2020,3008
2515,600258,3999
2516,600580,3518
2517,600520,3610
2518,600100,4705
2519,2636,1216
2520,693,4790
2521,300461,375
2522,600375,3319
2523,600641,5634
2524,600162,4476
2525,797,4695
2526,851,4476
2527,601567,1327
2528,2527,1440
2529,600037,3835
2530,300419,451
2531,300413,452
2532,2383,1617
2533,2679,1091
2534,2579,1354
2535,2586,1335
2536,2192,2184
2537,600529,3521
2538,300349,1039
2539,601636,1285
2540,2521,1450
2541,509,5634
2542,2511,1461
2543,300275,1233
2544,600317,3593
2545,2163,2253
2546,2443,1555
2547,603003,1039
2548,600770,4849
2549,300276,1224
2550,600118,4656
2551,600900,3166
2552,401,4959
2553,2556,1398
2554,600603,5634
2555,2333,1670
2556,600182,4255
2557,2270,1998
2558,600018,2455
2559,603601,451
2560,600615,5634
2561,600802,5569
2562,600163,4481
2563,881,4415
2564,2205,2151
2565,600239,4111
2566,300223,1337
2567,2235,2077
2568,600497,3065
2569,877,4327
2570,50,5271
2571,2563,1391
2572,2751,391
2573,300307,1134
2574,685,4804
2575,600231,4014
2576,2204,2156
2577,600251,3277
2578,737,4747
2579,600283,3905
2580,2039,2856
2581,2385,1613
2582,600060,4751
2583,600718,4957
2584,2026,3000
2585,601588,2463
2586,600505,3523
2587,2585,1335
2588,2206,2151
2589,600496,3519
2590,2708,696
2591,600104,4603
2592,2093,2419
2593,300520,95
2594,545,5582
2595,2155,2258
2596,300501,197
2597,300344,1051
2598,603010,523
2599,600729,4947
2600,2080,2438
2601,2304,1716
2602,420,4924
2603,778,4720
2604,600973,2996
2605,600011,3630
2606,2015,3013
2607,768,4706
2608,597,4975
2609,531,5566
2610,600757,4883
2611,669,4835
2612,2421,1575
2613,762,4700
2614,600359,4260
2615,2464,1515
2616,2129,2337
2617,2279,1773
2618,600391,3626
2619,600881,5099
2620,2147,2264
2621,600538,3367
2622,600648,5634
2623,300085,1581
2624,2057,2511
2625,300049,1664
2626,603011,503
2627,600959,389
2628,600749,4875
2629,20,5634
2630,2660,1143
2631,300551,30
2632,601882,16
2633,603016,100
2634,600568,3769
2635,600624,5634
2636,600995,3030
2637,300427,433
2638,2786,227
2639,300479,357
2640,300277,1218
2641,2241,2073
2642,601011,1393
2643,411,4937
2644,300434,391
2645,600151,4478
2646,2510,1461
2647,938,4131
2648,600017,2462
2649,600722,4951
2650,300135,1483
2651,517,5634
2652,662,4831
2653,600418,3699
2654,600012,3372
2655,600864,5419
2656,2436,1567
2657,2652,1179
2658,2799,115
2659,600356,3785
2660,300197,1379
2661,300352,1021
2662,300269,1248
2663,671,4829
2664,918,4203
2665,600782,4824
2666,717,4741
2667,600010,3814
2668,2180,2200
2669,2370,1630
2670,603258,24
2671,300262,1261
2672,906,4212
2673,2318,1691
2674,702,4776
2675,603558,448
2676,300437,392
2677,600315,3810
2678,601069,451
2679,600761,4879
2680,600856,5494
2681,603869,411
2682,2664,1143
2683,600048,2513
2684,603788,453
2685,600970,2828
2686,2331,1674
2687,2112,2383
2688,600883,5082
2689,2051,2543
2690,600114,3055
2691,300156,1431
2692,2638,1216
2693,511,5634
2694,2175,2222
2695,300172,1414
2696,2186,2195
2697,600292,3895
2698,300138,1475
2699,300036,1681
2700,600420,3029
2701,600745,4906
2702,600206,4289
2703,837,4397
2704,300552,27
2705,600199,4430
2706,779,4727
2707,600372,3734
2708,2454,1545
2709,600112,4601
2710,600755,4883
2711,601888,1732
2712,600716,4947
2713,600093,4706
2714,300024,1721
2715,2248,2059
2716,736,4748
2717,300329,1081
2718,48,5361
2719,595,4998
2720,2138,2304
2721,2746,434
2722,600777,4848
2723,600289,3964
2724,603001,1117
2725,2177,2208
2726,2266,2020
2727,603899,448
2728,2545,1411
2729,596,4884
2730,600582,3534
2731,2809,63
2732,601311,1335
2733,2673,1114
2734,2396,1564
2735,611,4880
2736,601100,1236
2737,600727,4947
2738,2728,568
2739,300525,83
2740,2643,1199
2741,601958,2096
2742,600664,5634
2743,600696,5589
2744,600305,3837
2745,738,4706
2746,2267,2015
2747,600095,4700
2748,2408,1587
2749,600606,5634
2750,603456,523
2751,2189,2186
2752,2104,2404
2753,2687,1064
2754,600636,5634
2755,2121,2370
2756,600009,4554
2757,600630,5634
2758,600816,5550
2759,603020,412
2760,848,4611
2761,2737,466
2762,300444,392
2763,2818,14
2764,828,4713
2765,600857,5494
2766,777,4698
2767,600562,3357
2768,719,4767
2769,2447,1550
2770,300473,357
2771,600825,5545
2772,2050,2793
2773,2429,1570
2774,2149,2262
2775,600339,3857
2776,600565,3485
2777,2296,1738
2778,300162,1427
2779,2172,2232
2780,2709,694
2781,300458,377
2782,936,4188
2783,300089,1562
2784,600719,4937
2785,36,5456
2786,600101,4705
2787,418,4768
2788,600498,3700
2789,2118,2372
2790,603667,25
2791,300281,1192
2792,732,4702
2793,2689,1062
2794,601226,479
2795,2232,2082
2796,2768,346
2797,2209,2146
2798,802,4573
2799,300048,1664
2800,300167,1419
2801,300322,1088
2802,600703,4972
2803,2339,1662
2804,2047,2798
2805,300474,162
2806,592,5015
2807,2336,1669
2808,612,4885
2809,600247,3879
2810,600281,3889
2811,600702,4974
2812,2362,1639
2813,600455,3081
2814,2500,1469
2815,2001,3022
2816,300540,63
2817,300102,1528
2818,2242,2069
2819,839,4620
2820,980,3988
2821,300069,1605
2822,300347,1039
2823,300247,1295
2824,26,5634
2825,300079,1598
2826,2136,2314
2827,150,3952
2828,707,4756
2829,888,4628
2830,300031,1681
2831,601880,1454
2832,600340,3136
2833,300319,1100
2834,2801,107
2835,25,5634
2836,600598,3562
2837,863,4643
2838,60,4804
2839,601700,1424
2840,600157,4495
2841,300492,227
2842,2084,2434
2843,600507,3196
2844,403,4949
2845,300480,344
2846,601633,1253
2847,601717,1535
2848,2394,1603
2849,534,5564
2850,300569,2
2851,600835,5536
2852,300561,8
2853,600191,4346
2854,603688,508
2855,601208,1344
2856,300120,1502
2857,2762,359
2858,300244,1303
2859,300495,228
2860,600131,4523
2861,300388,567
2862,300472,358
2863,589,5028
2864,603998,483
2865,300297,1144
2866,600897,4969
2867,2816,25
2868,300518,105
2869,2110,2392
2870,2,5634
2871,2727,589
2872,2384,1613
2873,603778,221
2874,300017,1721
2875,2452,1545
2876,2491,1486
2877,600361,3635
2878,300061,1627
2879,2190,2186
2880,680,4805
2881,600763,4864
2882,2036,2972
2883,801,4500
2884,600077,4733
2885,300224,1337
2886,931,4209
2887,920,4227
2888,300228,1332
2889,300110,1519
2890,600767,4852
2891,603866,228
2892,300268,1254
2893,601607,5516
2894,600076,4729
2895,600586,3468
2896,603002,1103
2897,300299,1142
2898,600566,3701
2899,601098,1481
2900,2772,348
2901,600667,5634
2902,300553,27
2903,600094,4703
2904,600481,3304
2905,2617,1259
2906,300044,1664
2907,600805,5569
2908,603336,3
2909,2691,1052
2910,2284,1760
2911,600626,5634
2912,559,5564
2913,603636,466
2914,2195,2179
2915,600201,4321
2916,2542,1416
2917,300448,391
2918,601126,1435
2919,712,4756
2920,2767,357
2921,300033,1681
2922,600325,3104
2923,300565,5
2924,600744,4900
2925,300105,1522
2926,600343,3314
2927,2074,2461
2928,300465,368
2929,300323,1093
2930,2169,2234
2931,600446,3140
2932,600493,3064
2933,600678,5630
2934,300325,1093
2935,919,4121
2936,300416,451
2937,600184,3174
2938,600790,4788
2939,2655,1163
2940,600409,3270
2941,520,5619
2942,600820,5550
2943,600419,3740
2944,603315,391
2945,600185,4230
2946,2587,1330
2947,600671,5634
2948,300065,1622
2949,2324,1686
2950,799,4692
2951,410,4935
2952,728,4714
2953,600193,4241
2954,413,4886
2955,603090,57
2956,911,4241
2957,2014,3013
2958,300278,1201
2959,603633,8
2960,600699,5589
2961,600746,4891
2962,600295,3780
2963,2076,2456
2964,600297,3884
2965,603223,346
2966,600581,3467
2967,603023,369
2968,892,4321
2969,2272,1989
2970,300054,1648
2971,600571,3418
2972,600570,3146
2973,929,4222
2974,2351,1652
2975,603606,520
2976,2575,1363
2977,600872,5302
2978,603366,1102
2979,601965,1087
